1,1.00000000
2,0.99998248
3,0.98800230
4,0.84639800
5,0.58984756
6,0.33690768
7,0.18545081
8,0.09241479
9,0.04803671
10,0.02316764
11,0.01191176
12,0.00569014
13,0.00292337
14,0.00139156
15,0.00071163
16,0.00033551
17,0.00017382
18,0.00008351
19,0.00004237
20,0.00001941
21,0.00001041
22,0.00000490
23,0.00000238
24,0.00000096
25,0.00000052
26,0.00000025
